,Plant_Species_Corrected,Genus,Spp,Plant_Family,FruitLength,FruitWidth,Citation.ID.width,Citation.ID.length,WoodDensity,WoodDensity_TaxonomicLevel
887,Brazzeia_congoensis,Brazzeia,congoensis,Lecythidaceae,15,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.640188716,family
888,Pterygota_bequaertii,Pterygota,bequaertii,Malvaceae,110,70,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.534,species
889,Brachystegia_mildbraedii,Brachystegia,mildbraedii,Fabaceae,230,90,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.508666667,species
890,Haplormosia_monophylla,Haplormosia,monophylla,Fabaceae,65,40,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.7826,species
891,Diospyros_cinnabarina,Diospyros,cinnabarina,Ebenaceae,35,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.683275126,genus
892,Diospyros_soyauxii,Diospyros,soyauxii,Ebenaceae,60,40,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.683275126,genus
893,Ficus_dicranostyla,Ficus,dicranostyla,Moraceae,NA,NA,NA,NA,0.405534662,genus
894,Anthostema_aubryanum,Anthostema,aubryanum,Euphorbiaceae,25,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.33,species
895,Uvariopsis_guineensis,Uvariopsis,guineensis,Annonaceae,45,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.565580531,family
896,Keayodendron_bridelioides,Keayodendron,bridelioides,Phyllanthaceae,35,20,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.631528482,family
897,Calpocalyx_aubrevillei,Calpocalyx,aubrevillei,Fabaceae,170,45,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.713255556,genus
898,Calpocalyx_brevibracteatus,Calpocalyx,brevibracteatus,Fabaceae,170,45,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.726666667,species
899,Ficus_sagittifolia,Ficus,sagittifolia,Moraceae,30,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.405534662,genus
900,Placodiscus_boya,Placodiscus,boya,Sapindaceae,200,100,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.793,genus
901,Synsepalum_afzelii,Synsepalum,afzelii,Sapotaceae,25,15,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.815,species
902,Dactyladenia_dinklagei,Dactyladenia,dinklagei,Chrysobalanaceae,50,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.805709207,family
903,Dactyladenia_scabrifolia,Dactyladenia,scabrifolia,Chrysobalanaceae,45,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.805709207,family
904,Diospyros_heudelotii,Diospyros,heudelotii,Ebenaceae,25,25,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.683275126,genus
905,Drypetes_klainei,Drypetes,klainei,Putranjivaceae,20,16,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.694512821,genus
906,Afzelia_bella,Afzelia,bella,Fabaceae,120,50,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.637,species
907,Daniellia_thurifera,Daniellia,thurifera,Fabaceae,80,40,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.46,species
908,Xylia_evansii,Xylia,evansii,Fabaceae,200,50,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.796666667,genus
909,Milicia_regia,Milicia,regia,Moraceae,NA,NA,NA,NA,0.563555556,species
910,Octoknema_borealis,Octoknema,borealis,Olacaceae,15,15,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.688,species
911,Vepris_soyauxii,Vepris,soyauxii,Rutaceae,10,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.659,genus
912,Drypetes_aframensis,Drypetes,aframensis,Putranjivaceae,25,30,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.694512821,genus
913,Drypetes_aubrevillei,Drypetes,aubrevillei,Putranjivaceae,20,16,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.826,species
914,Myrianthus_libericus,Myrianthus,libericus,Urticaceae,50,50,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.43,species
915,Rhamnus_prinoides,Rhamnus,prinoides,Rhamnaceae,7,7,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.565722222,genus
916,Shirakiopsis_aubrevillei,Shirakiopsis,aubrevillei,Euphorbiaceae,10,10,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.5115,genus
917,Plagiosiphon_emarginatus,Plagiosiphon,emarginatus,Fabaceae,NA,NA,NA,NA,0.702416609,family
918,Mangifera_indica,Mangifera,indica,Anacardiaceae,200,100,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.5525,species
919,Erythrophleum_africanum,Erythrophleum,africanum,Fabaceae,300,40,"Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).","Durand-Bessart, C. et al. Trait matching and sampling effort shape the structure of the frugivory network in Afrotropical forests. New Phytologist 237, 1446–1462 (2023).",0.8525,species
